loan_time,age,amount,n_credits,people,inst_rate,residence,checking,history,savings,job,job_status,property,housing,for,sex,debtor,OIP,telephone,foreign,default
8,47,731,2,1,4,4,< 0,critical,<100,unskilled (resident),more than 7,real estate,own,car_new,male_single,none,none,2,1,2
18,35,3780,2,1,3,2,none,critical,<100,man/self-em/HQ/off,less than 1,Car/Other,own,fur_equ,male_ds,none,none,1,1,2
21,30,1602,2,1,4,3,< 0,critical,<100,skilled / official,more than 7,Car/Other,own,car_new,male_mw,none,none,1,1,2
18,33,3966,3,1,1,4,< 0,critical,<100,skilled / official,more than 7,real estate,rent,car_new,female,none,bank,1,1,1
18,36,4165,2,2,2,2,none,fully repaid,<100,skilled / official,1 to less than 4,Car/Other,own,business,male_single,none,stores,2,1,1
36,47,8335,1,1,3,4,< 0,repaid,unk_nil,skilled / official,more than 7,UNK/None,free,car_used,male_single,none,none,2,1,1
48,38,6681,1,2,4,4,0 to 200,delayed,unk_nil,skilled / official,1 to less than 4,UNK/None,free,business,male_single,none,none,1,1,2
24,44,2375,2,2,4,2,none,delayed,501 to 1000,skilled / official,1 to less than 4,Car/Other,own,business,male_single,none,none,1,1,2
18,23,1216,1,1,4,3,< 0,repaid,<100,skilled / official,less than 1,Car/Other,rent,car_new,female,none,none,1,1,1
45,29,11816,2,1,2,4,< 0,fully repaid,<100,skilled / official,more than 7,Car/Other,rent,business,male_single,none,none,2,1,1
24,42,5084,1,1,2,4,0 to 200,repaid,unk_nil,skilled / official,more than 7,Car/Other,own,rad_tel,female,none,none,1,1,2
15,25,2327,1,1,2,3,> 201,repaid,<100,unskilled (resident),less than 1,real estate,own,rad_tel,female,none,none,2,1,1
12,48,1082,2,1,4,4,< 0,fully repaid,<100,skilled / official,1 to less than 4,Car/Other,own,car_new,male_single,none,bank,2,1,1
12,21,886,1,1,4,2,none,repaid,unk_nil,skilled / official,1 to less than 4,Car/Other,own,rad_tel,female,none,none,2,1,2
4,23,601,1,2,1,3,none,repaid,<100,unskilled (resident),less than 1,real estate,rent,fur_equ,female,none,none,2,1,2
24,63,2957,2,1,4,4,< 0,critical,<100,skilled / official,more than 7,BSSA/Life,own,car_used,male_single,none,none,1,1,2
24,46,2611,2,1,4,3,none,critical,<100,skilled / official,more than 7,real estate,own,rad_tel,male_mw,coapplicant,none,2,1,2
36,29,5179,1,1,4,2,< 0,repaid,<100,skilled / official,4 to less than 7,BSSA/Life,own,fur_equ,male_single,none,none,2,1,1
21,28,2993,2,1,3,2,none,delayed,<100,unskilled (resident),1 to less than 4,real estate,own,car_used,male_single,none,stores,2,1,2
18,23,1943,1,1,4,4,none,repaid,<100,skilled / official,less than 1,real estate,own,repairs,female,none,none,2,1,1
24,50,1559,1,1,4,4,none,fully repaid here,<100,skilled / official,4 to less than 7,Car/Other,own,business,male_single,none,bank,1,1,2
18,47,3422,3,2,4,4,none,repaid,<100,skilled / official,more than 7,BSSA/Life,own,fur_equ,male_single,none,bank,1,1,2
21,35,3976,1,1,2,3,0 to 200,repaid,unk_nil,skilled / official,4 to less than 7,Car/Other,own,fur_equ,male_single,none,none,1,1,2
18,68,6761,2,1,2,4,none,repaid,unk_nil,skilled / official,1 to less than 4,Car/Other,rent,car_new,male_single,none,none,2,1,1
24,28,1249,1,1,4,2,none,repaid,<100,skilled / official,less than 1,real estate,own,car_new,male_mw,none,none,2,1,2
9,59,1364,1,1,3,4,< 0,repaid,<100,skilled / official,4 to less than 7,real estate,own,rad_tel,male_single,none,none,2,1,2
12,57,709,1,1,4,4,< 0,repaid,<100,unskilled (resident),more than 7,real estate,own,rad_tel,male_single,none,stores,2,1,1
20,33,2235,2,1,4,2,< 0,critical,<100,skilled / official,1 to less than 4,BSSA/Life,rent,car_new,male_mw,guarantor,bank,2,2,1
24,43,4042,2,1,3,4,none,critical,unk_nil,skilled / official,4 to less than 7,BSSA/Life,own,car_used,male_single,none,none,1,1,2
15,35,1471,2,1,4,4,none,critical,<100,skilled / official,1 to less than 4,UNK/None,free,rad_tel,male_single,none,none,1,1,2
18,32,1442,2,2,4,4,< 0,fully repaid here,<100,unskilled (resident),4 to less than 7,UNK/None,free,car_new,male_single,none,none,2,1,1
36,45,10875,2,2,2,2,none,delayed,<100,skilled / official,more than 7,Car/Other,own,car_new,male_single,none,none,1,1,2
24,33,1474,1,1,4,3,none,repaid,101 to 500,skilled / official,less than 1,real estate,own,car_new,male_mw,none,none,1,1,2
10,40,894,1,1,4,3,none,repaid,unk_nil,skilled / official,4 to less than 7,BSSA/Life,own,retain,female,none,none,1,1,2
15,28,3343,1,1,4,2,none,critical,<100,skilled / official,1 to less than 4,UNK/None,free,fur_equ,male_single,none,none,1,1,2
15,29,3959,1,1,3,2,< 0,repaid,<100,skilled / official,1 to less than 4,BSSA/Life,own,car_new,female,none,none,1,1,1
9,26,3577,1,2,1,2,none,repaid,101 to 500,skilled / official,1 to less than 4,real estate,rent,car_new,male_single,guarantor,none,2,2,2
24,27,5804,2,1,4,2,none,critical,>1000,skilled / official,1 to less than 4,real estate,own,car_used,male_single,none,none,2,1,2
18,28,2169,1,1,4,2,none,delayed,<100,skilled / official,1 to less than 4,Car/Other,own,business,male_mw,none,none,1,1,1
24,35,2439,1,1,4,4,< 0,repaid,<100,skilled / official,less than 1,real estate,own,rad_tel,female,none,none,1,1,1
27,32,4526,2,2,4,2,none,critical,>1000,unskilled (resident),less than 1,real estate,own,fur_equ,male_single,none,stores,1,1,2
10,25,2210,1,1,2,2,none,repaid,<100,unskilled (resident),1 to less than 4,real estate,rent,fur_equ,male_single,none,bank,2,1,1
15,20,2221,1,1,2,4,none,repaid,501 to 1000,skilled / official,1 to less than 4,Car/Other,rent,fur_equ,female,none,none,2,1,2
18,27,2389,1,1,4,1,< 0,repaid,<100,skilled / official,less than 1,Car/Other,own,rad_tel,female,none,stores,2,1,2
12,42,3331,1,1,2,4,none,critical,<100,skilled / official,more than 7,BSSA/Life,own,fur_equ,male_single,none,stores,2,1,2
36,37,7409,2,1,3,2,none,repaid,unk_nil,skilled / official,more than 7,BSSA/Life,own,business,male_single,none,none,2,1,2
12,24,652,1,1,4,4,< 0,repaid,<100,skilled / official,more than 7,BSSA/Life,rent,fur_equ,female,none,none,2,1,2
36,40,7678,2,1,2,4,none,delayed,501 to 1000,skilled / official,4 to less than 7,Car/Other,own,fur_equ,female,none,none,1,1,2
6,46,1343,2,2,1,4,> 201,critical,<100,skilled / official,more than 7,real estate,own,car_new,male_single,none,none,2,2,2
24,26,1382,2,1,4,1,< 0,critical,101 to 500,skilled / official,4 to less than 7,real estate,own,business,male_single,none,none,1,1,2
15,24,874,1,1,4,1,none,repaid,unk_nil,skilled / official,less than 1,real estate,own,dom_app,female,none,none,2,1,2
12,29,3590,1,2,2,2,< 0,repaid,<100,unskilled (resident),1 to less than 4,BSSA/Life,own,fur_equ,male_single,coapplicant,none,2,1,2
11,40,1322,2,1,4,4,0 to 200,critical,>1000,skilled / official,1 to less than 4,Car/Other,own,car_new,female,none,none,2,1,2
18,36,1940,1,1,3,4,< 0,fully repaid here,<100,man/self-em/HQ/off,less than 1,UNK/None,free,rad_tel,male_single,coapplicant,bank,1,1,2
36,28,3595,1,1,4,2,none,repaid,<100,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,2
9,27,1422,1,1,3,2,< 0,repaid,<100,man/self-em/HQ/off,less than 1,UNK/None,free,car_new,male_single,none,none,1,1,1
30,36,6742,2,1,2,3,none,critical,unk_nil,skilled / official,4 to less than 7,BSSA/Life,own,rad_tel,male_single,none,none,2,1,2
24,38,7814,1,1,3,3,none,repaid,<100,man/self-em/HQ/off,4 to less than 7,Car/Other,own,car_used,male_single,none,none,1,1,2
24,48,9277,1,1,2,4,none,repaid,unk_nil,skilled / official,1 to less than 4,UNK/None,free,car_used,male_ds,none,none,1,1,2
30,36,2181,2,1,4,4,0 to 200,critical,unk_nil,skilled / official,more than 7,real estate,own,car_new,male_single,none,none,2,1,2
18,65,1098,2,1,4,4,none,critical,<100,unemp / unskill (non-res),unemployed,Car/Other,own,rad_tel,female,none,none,2,1,2
24,43,4057,1,1,3,3,0 to 200,repaid,<100,skilled / official,4 to less than 7,Car/Other,own,fur_equ,male_ds,none,none,1,1,1
12,53,795,1,1,4,4,< 0,repaid,<100,skilled / official,less than 1,BSSA/Life,own,edu,female,none,none,2,1,1
24,34,2825,2,2,4,3,0 to 200,critical,unk_nil,skilled / official,4 to less than 7,UNK/None,own,business,male_single,none,none,1,1,2
48,23,15672,1,1,2,2,0 to 200,repaid,<100,skilled / official,1 to less than 4,Car/Other,own,business,male_single,none,none,1,1,1
36,34,6614,2,1,4,4,none,critical,<100,man/self-em/HQ/off,more than 7,Car/Other,own,car_new,male_single,none,none,1,1,2
28,40,7824,2,2,3,4,none,fully repaid here,unk_nil,skilled / official,less than 1,real estate,rent,car_used,male_single,guarantor,bank,1,1,2
27,43,2442,4,2,4,4,< 0,critical,<100,man/self-em/HQ/off,more than 7,Car/Other,own,business,male_single,none,stores,1,1,2
15,46,1829,2,1,4,4,none,critical,<100,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,1,1,2
12,38,2171,2,1,4,4,< 0,critical,<100,unskilled (resident),1 to less than 4,BSSA/Life,own,car_new,male_single,none,bank,2,2,2
36,34,5800,2,1,3,4,0 to 200,critical,<100,skilled / official,1 to less than 4,Car/Other,own,car_used,male_single,none,none,1,1,2
18,29,1169,2,1,4,3,none,critical,unk_nil,skilled / official,1 to less than 4,BSSA/Life,own,rad_tel,male_single,none,none,1,1,2
36,31,8947,1,2,3,2,none,delayed,unk_nil,man/self-em/HQ/off,4 to less than 7,Car/Other,own,car_used,male_single,none,stores,1,1,2
21,28,2606,1,1,4,4,< 0,repaid,<100,man/self-em/HQ/off,less than 1,BSSA/Life,rent,rad_tel,female,none,none,1,1,2
12,35,1592,1,1,3,2,none,critical,>1000,skilled / official,4 to less than 7,BSSA/Life,own,fur_equ,female,none,none,2,2,2
15,33,2186,1,1,1,4,none,repaid,unk_nil,unskilled (resident),4 to less than 7,real estate,rent,fur_equ,female,none,bank,2,1,2
18,42,4153,1,1,2,3,< 0,repaid,<100,skilled / official,1 to less than 4,Car/Other,own,fur_equ,male_single,coapplicant,none,2,1,1
16,43,2625,1,1,2,4,< 0,critical,<100,skilled / official,more than 7,BSSA/Life,rent,car_new,male_single,guarantor,bank,1,1,1
20,44,3485,2,1,2,4,none,critical,unk_nil,skilled / official,less than 1,real estate,own,car_new,male_ds,none,none,1,1,2
36,42,10477,2,1,2,4,none,critical,unk_nil,skilled / official,more than 7,UNK/None,free,car_used,male_single,none,none,2,1,2
15,40,1386,1,1,4,2,none,repaid,unk_nil,skilled / official,1 to less than 4,real estate,rent,rad_tel,male_mw,none,none,1,1,2
24,36,1278,1,1,4,1,none,repaid,<100,man/self-em/HQ/off,more than 7,real estate,own,rad_tel,male_single,none,none,1,1,2
12,20,1107,1,2,2,2,< 0,repaid,<100,man/self-em/HQ/off,1 to less than 4,real estate,rent,rad_tel,male_single,none,none,1,1,2
21,24,3763,1,1,2,2,< 0,repaid,unk_nil,unskilled (resident),4 to less than 7,real estate,own,car_new,male_single,coapplicant,none,2,2,2
36,27,3711,1,1,2,2,0 to 200,repaid,unk_nil,skilled / official,1 to less than 4,Car/Other,own,edu,male_mw,none,none,2,1,2
15,46,3594,2,1,1,2,none,delayed,<100,unskilled (resident),less than 1,BSSA/Life,own,car_used,female,none,none,2,1,2
9,33,3195,1,1,1,2,0 to 200,repaid,unk_nil,unskilled (resident),1 to less than 4,real estate,own,car_new,female,none,none,2,1,2
36,34,4454,2,1,4,4,none,delayed,<100,skilled / official,1 to less than 4,real estate,own,rad_tel,female,none,none,2,1,2
24,25,4736,1,1,2,4,0 to 200,critical,<100,unskilled (resident),less than 1,Car/Other,own,fur_equ,female,none,bank,2,1,1
30,25,2991,1,1,2,4,0 to 200,repaid,unk_nil,skilled / official,more than 7,Car/Other,own,rad_tel,female,none,none,2,1,2
11,28,2142,1,1,1,2,none,repaid,>1000,skilled / official,more than 7,real estate,own,business,male_ds,none,none,1,1,2
24,31,3161,1,1,4,2,< 0,fully repaid here,<100,skilled / official,1 to less than 4,BSSA/Life,rent,business,male_single,none,none,1,1,1
48,32,18424,1,1,1,2,0 to 200,fully repaid,<100,man/self-em/HQ/off,1 to less than 4,BSSA/Life,own,car_used,female,none,bank,1,2,1
10,32,2848,1,2,1,2,none,repaid,101 to 500,skilled / official,1 to less than 4,real estate,own,car_used,male_single,coapplicant,none,2,1,2
6,68,14896,1,1,1,4,< 0,repaid,<100,man/self-em/HQ/off,more than 7,UNK/None,own,car_new,male_single,none,bank,1,1,1
24,33,2359,1,1,1,1,< 0,repaid,101 to 500,skilled / official,unemployed,BSSA/Life,own,fur_equ,male_ds,none,none,2,1,1
24,39,3345,1,1,4,2,< 0,repaid,<100,man/self-em/HQ/off,more than 7,BSSA/Life,rent,fur_equ,male_single,none,none,1,1,1
18,28,1817,2,1,4,2,none,critical,<100,skilled / official,1 to less than 4,UNK/None,own,fur_equ,female,none,none,2,1,2
48,37,12749,1,1,4,1,none,delayed,501 to 1000,man/self-em/HQ/off,4 to less than 7,Car/Other,own,rad_tel,male_single,none,none,1,1,2
9,22,1366,1,1,3,4,< 0,repaid,<100,skilled / official,less than 1,BSSA/Life,rent,rad_tel,female,none,none,2,1,1
12,30,2002,1,2,3,4,0 to 200,repaid,<100,skilled / official,4 to less than 7,BSSA/Life,rent,car_new,male_single,none,none,1,1,2
24,55,6872,1,1,2,1,< 0,fully repaid here,<100,skilled / official,less than 1,BSSA/Life,own,fur_equ,male_ds,none,bank,1,1,1
12,46,697,2,1,4,2,< 0,fully repaid here,<100,skilled / official,less than 1,Car/Other,own,car_new,male_single,none,bank,1,1,1
18,21,1049,1,1,4,4,< 0,critical,<100,skilled / official,less than 1,BSSA/Life,rent,fur_equ,female,none,none,2,1,2
48,39,10297,3,2,4,4,< 0,repaid,<100,skilled / official,4 to less than 7,UNK/None,free,car_used,male_single,none,stores,1,1,1
30,58,1867,1,1,4,4,none,repaid,unk_nil,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,1,1,2
12,43,1344,2,2,4,2,< 0,delayed,<100,unskilled (resident),1 to less than 4,real estate,own,car_new,male_single,none,none,2,1,2
24,24,1747,1,1,4,1,< 0,repaid,<100,unskilled (resident),less than 1,BSSA/Life,own,fur_equ,male_single,coapplicant,none,2,2,2
9,22,1670,1,1,4,2,0 to 200,repaid,<100,skilled / official,less than 1,Car/Other,own,rad_tel,female,none,none,1,1,1
9,30,1224,2,1,3,1,none,critical,<100,skilled / official,1 to less than 4,real estate,own,car_new,male_single,none,none,2,1,2
12,42,522,2,2,4,4,none,critical,501 to 1000,skilled / official,more than 7,BSSA/Life,own,rad_tel,male_single,none,none,1,1,2
12,23,1498,1,1,4,1,< 0,repaid,<100,skilled / official,1 to less than 4,Car/Other,own,rad_tel,female,none,bank,2,1,2
30,30,1919,2,1,4,3,0 to 200,delayed,101 to 500,man/self-em/HQ/off,less than 1,UNK/None,own,rad_tel,male_single,none,stores,2,1,1
9,28,745,1,1,3,2,> 201,repaid,<100,unskilled (resident),1 to less than 4,real estate,own,rad_tel,female,none,none,2,1,1
6,30,2063,1,1,4,3,0 to 200,repaid,<100,man/self-em/HQ/off,less than 1,Car/Other,rent,rad_tel,male_mw,none,none,1,1,2
60,42,6288,1,1,4,4,0 to 200,repaid,<100,skilled / official,1 to less than 4,UNK/None,free,edu,male_single,none,none,2,1,1
24,46,6842,2,2,2,4,none,critical,unk_nil,man/self-em/HQ/off,1 to less than 4,BSSA/Life,own,car_used,male_single,none,none,1,1,2
12,45,3527,1,2,2,3,none,repaid,unk_nil,man/self-em/HQ/off,less than 1,BSSA/Life,own,car_new,male_single,none,none,1,1,2
10,31,1546,1,2,3,2,none,repaid,<100,unskilled (resident),1 to less than 4,real estate,own,car_new,male_single,none,none,2,2,2
24,31,929,1,1,4,2,none,repaid,unk_nil,skilled / official,4 to less than 7,Car/Other,own,fur_equ,male_single,none,stores,1,1,2
4,42,1455,3,2,2,1,none,critical,<100,unskilled (resident),4 to less than 7,real estate,own,car_new,male_single,none,none,2,1,2
15,46,1845,1,1,4,1,< 0,repaid,<100,skilled / official,less than 1,BSSA/Life,rent,fur_equ,female,guarantor,none,2,1,2
48,30,8358,2,1,1,1,0 to 200,fully repaid,501 to 1000,skilled / official,less than 1,Car/Other,own,car_new,female,none,none,2,1,2
24,30,3349,1,2,4,4,< 0,fully repaid here,501 to 1000,skilled / official,less than 1,UNK/None,free,fur_equ,male_single,none,none,1,1,1
12,38,2859,1,1,4,4,none,repaid,unk_nil,man/self-em/HQ/off,unemployed,UNK/None,own,car_new,male_single,none,none,1,1,2
18,43,1533,1,2,4,1,none,repaid,<100,unskilled (resident),less than 1,BSSA/Life,own,fur_equ,male_mw,coapplicant,none,2,1,1
24,31,3621,2,1,2,4,none,repaid,101 to 500,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,1
18,40,3590,3,2,3,3,0 to 200,critical,<100,unemp / unskill (non-res),unemployed,Car/Other,own,business,male_mw,none,none,1,1,2
36,24,2145,2,1,2,1,< 0,delayed,<100,skilled / official,4 to less than 7,Car/Other,own,business,male_single,none,none,1,1,1
24,28,4113,1,1,3,4,0 to 200,repaid,501 to 1000,skilled / official,less than 1,Car/Other,rent,car_used,female,none,none,2,1,1
36,26,10974,2,1,4,2,none,repaid,<100,man/self-em/HQ/off,unemployed,Car/Other,own,fur_equ,female,none,none,1,1,1
12,29,1893,1,1,4,4,< 0,repaid,<100,skilled / official,1 to less than 4,BSSA/Life,own,car_new,female,guarantor,none,1,1,2
24,57,1231,2,1,4,4,< 0,critical,>1000,man/self-em/HQ/off,more than 7,BSSA/Life,rent,rad_tel,female,none,none,1,1,2
30,49,3656,2,1,4,4,> 201,critical,unk_nil,unskilled (resident),more than 7,BSSA/Life,own,rad_tel,male_single,none,stores,2,1,2
9,37,1154,3,1,2,4,0 to 200,critical,<100,unskilled (resident),more than 7,real estate,own,rad_tel,male_single,none,none,2,1,2
28,45,4006,1,1,3,2,< 0,repaid,<100,unskilled (resident),1 to less than 4,Car/Other,own,car_new,male_single,none,none,2,1,1
24,30,3069,1,1,4,4,0 to 200,repaid,101 to 500,skilled / official,more than 7,UNK/None,free,fur_equ,male_single,none,none,2,1,2
6,30,1740,2,1,2,2,none,critical,<100,skilled / official,more than 7,real estate,rent,rad_tel,male_mw,none,none,2,1,2
21,47,2353,2,1,1,4,0 to 200,delayed,<100,skilled / official,1 to less than 4,BSSA/Life,own,car_new,male_ds,none,none,2,1,2
15,29,3556,1,1,3,2,none,repaid,unk_nil,skilled / official,1 to less than 4,UNK/None,own,car_new,male_single,none,none,2,1,2
24,35,2397,2,1,3,2,none,repaid,501 to 1000,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,bank,1,1,1
6,22,454,1,1,3,1,0 to 200,repaid,<100,unskilled (resident),less than 1,BSSA/Life,own,repairs,male_mw,none,none,2,1,2
30,26,1715,1,1,4,1,0 to 200,repaid,unk_nil,skilled / official,1 to less than 4,Car/Other,own,rad_tel,female,none,none,2,1,2
27,23,2520,2,1,4,2,0 to 200,critical,501 to 1000,unskilled (resident),1 to less than 4,BSSA/Life,own,rad_tel,male_single,none,none,2,1,1
15,54,3568,1,1,4,2,none,repaid,<100,man/self-em/HQ/off,more than 7,Car/Other,rent,rad_tel,female,none,bank,1,1,2
42,29,7166,1,1,2,4,none,repaid,unk_nil,skilled / official,4 to less than 7,BSSA/Life,rent,rad_tel,male_mw,none,none,1,1,2
11,40,3939,2,2,1,2,< 0,critical,<100,unskilled (resident),1 to less than 4,real estate,own,car_new,male_single,none,none,2,1,2
15,22,1514,1,1,4,2,0 to 200,repaid,101 to 500,skilled / official,1 to less than 4,real estate,own,repairs,male_single,guarantor,none,2,1,2
24,43,7393,1,2,1,4,none,repaid,<100,unskilled (resident),1 to less than 4,BSSA/Life,own,car_new,male_single,none,none,2,1,2
24,29,1193,2,1,1,4,< 0,fully repaid here,<100,unemp / unskill (non-res),unemployed,UNK/None,rent,car_new,female,coapplicant,none,2,1,1
60,36,7297,1,1,4,4,< 0,repaid,<100,skilled / official,more than 7,UNK/None,rent,business,male_single,coapplicant,none,2,1,1
30,33,2831,1,1,4,2,none,critical,<100,skilled / official,1 to less than 4,Car/Other,own,rad_tel,female,none,none,1,1,2
24,57,1258,1,1,3,3,> 201,repaid,501 to 1000,unskilled (resident),1 to less than 4,Car/Other,own,rad_tel,female,none,none,2,1,2
6,64,753,1,1,2,3,0 to 200,repaid,<100,skilled / official,1 to less than 4,real estate,own,rad_tel,female,guarantor,none,2,1,2
18,42,2427,2,1,4,2,0 to 200,delayed,unk_nil,skilled / official,more than 7,BSSA/Life,own,business,male_single,none,none,2,1,2
24,47,2538,2,2,4,4,none,delayed,<100,unskilled (resident),more than 7,Car/Other,own,car_new,male_single,none,none,2,1,1
15,25,1264,1,1,2,2,0 to 200,fully repaid here,101 to 500,skilled / official,1 to less than 4,BSSA/Life,rent,car_new,male_mw,none,none,2,1,1
30,49,8386,1,1,2,2,0 to 200,critical,<100,skilled / official,4 to less than 7,BSSA/Life,own,fur_equ,male_single,none,none,2,1,1
48,33,4844,1,1,3,2,none,repaid,<100,man/self-em/HQ/off,unemployed,Car/Other,rent,business,male_single,none,bank,1,1,1
21,28,2923,1,1,1,1,> 201,repaid,101 to 500,man/self-em/HQ/off,1 to less than 4,Car/Other,own,car_new,female,none,bank,1,1,2
36,26,8229,1,2,2,2,< 0,repaid,<100,skilled / official,1 to less than 4,BSSA/Life,own,car_used,male_single,none,none,2,1,1
24,30,2028,2,1,2,2,none,critical,<100,unskilled (resident),4 to less than 7,BSSA/Life,own,fur_equ,male_single,none,none,2,1,2
15,25,1433,2,1,4,3,< 0,critical,<100,skilled / official,1 to less than 4,BSSA/Life,rent,fur_equ,female,none,none,2,1,2
42,33,6289,2,1,2,1,> 201,fully repaid,<100,skilled / official,less than 1,BSSA/Life,own,business,male_ds,none,none,2,1,2
13,64,1409,1,1,2,4,none,repaid,101 to 500,skilled / official,unemployed,real estate,own,rad_tel,female,none,none,2,1,2
24,29,6579,1,1,4,2,< 0,repaid,<100,man/self-em/HQ/off,unemployed,UNK/None,free,car_used,male_single,none,none,1,1,2
24,48,1743,2,1,4,2,0 to 200,critical,<100,unskilled (resident),more than 7,BSSA/Life,own,rad_tel,male_single,none,none,2,1,2
12,37,3565,2,2,2,1,none,critical,unk_nil,unskilled (resident),less than 1,BSSA/Life,own,edu,male_single,none,none,2,1,2
15,34,1569,1,2,4,4,none,fully repaid here,101 to 500,unskilled (resident),more than 7,Car/Other,own,rad_tel,male_single,none,bank,2,1,2
18,23,1936,2,1,2,4,< 0,repaid,unk_nil,unskilled (resident),4 to less than 7,Car/Other,rent,rad_tel,male_mw,none,none,2,1,2
36,30,3959,1,1,4,3,< 0,repaid,<100,man/self-em/HQ/off,unemployed,BSSA/Life,own,fur_equ,male_single,none,none,1,1,2
12,50,2390,1,1,4,3,none,repaid,unk_nil,skilled / official,more than 7,Car/Other,own,car_new,male_single,none,none,1,1,2
12,31,1736,1,1,3,4,none,repaid,<100,unskilled (resident),4 to less than 7,real estate,own,fur_equ,female,none,none,2,1,2
30,40,3857,1,1,4,4,< 0,repaid,<100,man/self-em/HQ/off,1 to less than 4,BSSA/Life,own,car_used,male_ds,none,none,1,1,2
12,38,804,1,1,4,4,none,repaid,<100,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,2
45,23,1845,1,1,4,4,< 0,repaid,<100,skilled / official,1 to less than 4,UNK/None,free,rad_tel,male_single,none,none,1,1,1
45,27,4576,1,1,3,4,0 to 200,critical,101 to 500,skilled / official,unemployed,Car/Other,own,car_used,male_single,none,none,2,1,2
